"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS07120;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA breaking-rejoining protein"";""1367704"";""228"";""yes""",,,,,,
"SED_RS07125;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""antitermination protein"";""1368061"";""648"";""yes""",,,,,,
"SED_RS07130;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1368805"";""525"";""yes""",,,,,,
"SED_RS07140;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1369703"";""450"";""yes""",,,,,,
"SED_RS07145;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system effector protease GtgA"";""1370513"";""687"";""yes""",,,,,,
"SED_RS07150;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage holin"," lambda family"";""1371475"";""330"";""yes""",,,,,
"SED_RS07155;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""lysozyme"";""1371788"";""453"";""yes""",,,,,,
"SED_RS07160;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""lysis protein"";""1372258"";""480"";""yes""",,,,,,
"SED_RS07165;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1441 domain-containing protein"";""1372945"";""534"";""yes""",,,,,,
"SED_RS07170;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage terminase large subunit family protein"";""1373435"";""2139"";""yes""",,,,,,
"SED_RS07175;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1375570"";""207"";""yes""",,,,,,
"SED_RS07180;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage portal protein"";""1375803"";""1518"";""yes""",,,,,,
"SED_RS07185;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""peptidase S14"";""1377244"";""2082"";""yes""",,,,,,
"SED_RS07190;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2190 domain-containing protein"";""1379416"";""324"";""yes""",,,,,,
"SED_RS07195;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ATP-binding protein"";""1379732"";""300"";""yes""",,,,,,
"SED_RS07200;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail protein"";""1380012"";""567"";""yes""",,,,,,
"SED_RS07205;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail protein"";""1380575"";""402"";""yes""",,,,,,
"SED_RS07210;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail protein"";""1380988"";""750"";""yes""",,,,,,
"SED_RS07215;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage minor tail protein G"";""1381783"";""399"";""yes""",,,,,,
"SED_RS07220;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail assembly protein T"";""1382178"";""330"";""yes""",,,,,,
"SED_RS07225;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail tape measure protein"";""1382587"";""2988"";""yes""",,,,,,
"SED_RS07230;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail protein"";""1385571"";""333"";""yes""",,,,,,
"SED_RS07235;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""Ail/OmpX"";""1386002"";""498"";""yes""",,,,,,
"SED_RS07240;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""superoxide dismutase [Cu-Zn] SodC1"";""1386616"";""534"";""yes""",,,,,,
"SED_RS07245;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage minor tail protein L"";""1387239"";""696"";""yes""",,,,,,
"SED_RS07250;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail protein"";""1387944"";""732"";""yes""",,,,,,
"SED_RS07255;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail assembly protein"";""1388579"";""705"";""yes""",,,,,,
"SED_RS07260;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""host specificity protein J"";""1389355"";""2450"";""yes""",,,,,,
"SED_RS25830;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail protein"";""1391783"";""925"";""yes""",,,,,,
"SED_RS07265;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1392746"";""243"";""yes""",,,,,,
"SED_RS07270;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail protein"";""1393042"";""2418"";""yes""",,,,,,
"SED_RS07275;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tail fiber assembly protein"";""1395459"";""570"";""yes""",,,,,,
"SED_RS07280;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""guanine nucleotide exchange factor SopE"";""1396230"";""723"";""yes""",,,,,,
"SED_RS07290;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1397432"";""801"";""yes""",,,,,,
"SED_RS07295;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""integrase"";""1399186"";""1080"";""yes""",,,,,,
"SED_RS25835;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""exodeoxyribonuclease 8"";""1400262"";""948"";""yes""",,,,,,
"SED_RS07305;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glycoside hydrolase family 19 protein"";""1401342"";""345"";""yes""",,,,,,
"SED_RS07310;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2514 domain-containing protein"";""1401683"";""534"";""yes""",,,,,,
"SED_RS07315;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""lytic enzyme"";""1402473"";""168"";""yes""",,,,,,
"SED_RS07320;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1402705"";""192"";""yes""",,,,,,
"SED_RS07325;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1441 domain-containing protein"";""1402951"";""264"";""yes""",,,,,,
"SED_RS07330;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail protein"";""1403369"";""426"";""yes""",,,,,,
"SED_RS07335;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail protein"";""1403721"";""533"";""yes""",,,,,,
"SED_RS07340;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1404350"";""201"";""yes""",,,,,,
"SED_RS24665;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""phage tail protein"";""1404741"";""116"";""yes""",,,,,,
"SED_RS24670;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1405118"";""126"";""yes""",,,,,,
"SED_RS24675;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1405372"";""267"";""yes""",,,,,,
"SED_RS25840;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""putative cytoplasmic protein"";""1405939"";""126"";""yes""",,,,,,
"SED_RS07345;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""disulfide bond formation protein B"";""1406391"";""615"";""yes""",,,,,,
"SED_RS07350;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1407015"";""159"";""yes""",,,,,,
"SED_RS07355;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EamA family transporter"";""1407306"";""705"";""yes""",,,,,,
"SED_RS25845;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""EamA family transporter"";""1407958"";""264"";""yes""",,,,,,
"SED_RS24685;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1408840"";""201"";""yes""",,,,,,
"SED_RS07360;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""integrase"";""1409517"";""368"";""yes""",,,,,,
"SED_RS07365;"""";""frameshifted; internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS256 family transposase"";""1410009"";""1195"";""yes""",,,,,,
"SED_RS07370;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1411349"";""141"";""yes""",,,,,,
"SED_RS25850;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1411655"";""270"";""yes""",,,,,,
"SED_RS24690;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1411971"";""195"";""yes""",,,,,,
"SED_RS07380;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""GNAT family N-acetyltransferase"";""1412294"";""420"";""yes""",,,,,,
"SED_RS07385;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""1413086"";""477"";""yes""",,,,,,
"SED_RS07390;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1398 domain-containing protein"";""1413944"";""342"";""yes""",,,,,,
"SED_RS07395;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system guanine nucleotide exchange factor SopE2"";""1414969"";""723"";""yes""",,,,,,
